,date_index0,date_index1,date_index2,date_index3,date_index4,date_index5,date_index6,title
1120,23,22,18,20,22,31,39,Hot Pursuit
1121,77,77,80,78,78,77,74,Parker
1122,85,64,70,51,74,61,67,Wimbledon
1123,26,12,30,14,30,23,23,Furry Vengeance
1124,75,86,92,100,75,80,74,Bait
1125,22,23,19,19,21,31,37,Lions for Lambs
1126,16,21,20,30,0,15,33,Walk Hard: The Dewey Cox Story
1127,81,100,93,44,52,45,59,The Young Victoria
1128,15,14,19,17,20,26,41,Whiteout
1129,10,9,10,15,16,17,59,The Tree of Life
1130,31,36,34,34,48,50,52,Sabotage
1131,14,20,22,24,27,40,24,Punisher: War Zone
1132,63,72,92,79,74,81,74,Zoom
1133,71,72,69,53,50,56,62,The Walk
1134,24,30,36,26,29,37,37,A Good Year
1135,47,51,55,36,42,40,55,Carnage
1136,0,38,18,53,17,18,59,Where the Truth Lies
1137,21,40,26,27,18,54,38,Cirque du Soleil: Worlds Away
1138,71,100,71,99,63,40,71,Me and Orson Welles
1139,42,57,56,76,60,58,49,The Best Offer
1140,52,100,83,55,47,34,50,Bad Lieutenant: Port of Call New Orleans
1141,34,26,18,86,21,50,25,Little White Lies
1142,56,95,21,63,58,28,35,Love Ranch
1143,36,37,0,45,0,23,0,Space Dogs
1144,27,31,32,25,23,37,48,The Counselor
1145,76,76,81,86,100,100,61,Ironclad
1146,19,28,34,13,42,29,61,Kung Fu Killer
1147,22,20,30,28,32,63,71,Red Sky
1148,39,40,37,39,39,40,46,On the Road
1149,24,33,38,42,45,44,52,Rocky Balboa
1150,3,5,9,8,12,15,25,Jane Got a Gun
1151,6,6,5,7,11,13,27,Think Like a Man Too
1152,22,25,28,15,21,29,29,Zack and Miri Make a Porno
1153,25,27,24,32,34,31,50,The Men Who Stare at Goats
1154,21,34,21,21,39,44,44,I Don't Know How She Does It
1155,17,26,22,22,23,26,47,Piranha 3D
1156,36,23,62,40,17,39,49,Beyond the Sea
1157,0,21,0,68,0,21,0,The Bridge of San Luis Rey
1158,55,54,62,67,71,64,67,Faster
1159,100,69,91,41,48,56,87,Howl's Moving Castle
1160,13,12,14,17,18,19,37,Zombieland
1161,34,34,39,45,47,38,47,King Kong
1162,19,20,28,30,31,28,55,The Ides of March
1163,80,85,84,80,77,77,85,Her
1164,23,28,34,24,41,28,52,Eddie the Eagle
1165,0,28,0,0,25,51,0,The Adventurer: The Curse of the Midas Box
1166,12,10,16,29,12,18,25,Chasing Liberty
1167,74,76,79,91,75,77,77,The Crew
1168,25,26,30,29,27,35,40,Haywire
1169,16,15,19,24,17,17,31,The Longshots
1170,54,92,100,39,24,60,29,In the Valley of Elah
1171,100,63,73,68,45,37,63,Coco Before Chanel
1172,28,25,27,24,24,25,39,Forsaken
1173,77,25,51,54,27,37,56,Chéri
1174,13,33,39,25,18,25,90,Bodyguards and Assassins
1175,21,15,17,21,22,29,29,1408
1176,17,28,25,12,14,35,58,The Water Diviner
1177,22,47,42,13,24,17,20,The Game Plan
1178,2,2,3,2,5,10,25,The Hundred-Foot Journey
1179,16,22,26,25,33,35,45,Son of God
1180,19,17,18,20,18,45,48,Derailed
1181,11,0,16,20,0,0,11,Deuce Bigalow: European Gigolo
1182,29,29,36,31,30,29,35,Delivery Man
1183,8,12,12,13,17,17,29,Victor Frankenstein
1184,11,16,21,18,15,26,37,Our Kind of Traitor
1185,25,17,29,21,29,39,47,Diary of a Wimpy Kid: Dog Days
1186,53,53,53,46,44,51,63,The Island
1187,29,30,38,34,36,26,34,Homefront
1188,48,74,53,33,31,29,34,I Heart Huckabees
1189,12,17,19,19,24,31,62,The Transporter Refueled
1190,49,65,61,44,48,43,45,The Libertine
1191,91,89,79,68,76,65,66,Black Book
1192,21,13,5,32,31,40,12,Joyeux Noel
1193,43,39,41,42,50,54,49,Hit and Run
1194,37,25,14,32,35,32,55,Mad Money
1195,15,13,16,13,18,22,37,Before I Go to Sleep
1196,41,47,39,38,54,45,31,Molière
1197,15,14,18,12,25,32,41,Out of the Furnace
1198,48,61,48,32,27,38,32,Michael Clayton
1199,67,50,50,52,29,45,46,Underdogs
1200,37,48,46,34,28,53,50,To Rome with Love
1201,0,43,43,35,0,0,0,South Park: Bigger Longer & Uncut
1202,53,66,100,44,41,34,48,Death at a Funeral
1203,10,10,12,15,16,20,14,Silver Linings Playbook
1204,16,13,12,12,13,32,30,Freedom Writers
1205,19,14,15,20,26,20,32,For Colored Girls
1206,13,22,16,20,20,25,25,Never Back Down
1207,88,68,65,50,60,57,53,Away We Go
1208,24,35,20,33,22,19,57,Swing Vote
1209,25,30,29,27,24,23,27,Tinker Tailor Soldier Spy
1210,59,67,54,60,48,71,100,The Beaver
1211,50,63,66,60,56,59,71,Pulse
1212,14,17,20,17,22,21,35,Jackass 3D
1213,23,23,22,19,21,26,34,Beverly Hills Chihuahua
1214,12,13,11,14,19,22,30,The Conjuring
1215,69,41,79,13,0,38,13,Are We There Yet?
1216,26,25,29,33,35,38,58,Tammy
1217,22,18,20,17,20,21,30,Disturbia
1218,36,13,31,13,22,32,23,Wicker Park
1219,19,23,34,44,35,26,33,White Chicks
1220,67,86,81,52,36,32,42,The Descendants
1221,28,29,35,43,39,43,47,The Last Song
1222,60,100,82,56,44,42,38,12 Years a Slave
1223,0,0,0,10,25,16,33,Why Did I Get Married Too?
1224,18,19,23,22,28,30,41,Me Before You
1225,9,7,14,11,14,20,11,Madea's Witness Protection
1226,14,17,17,17,19,26,39,Bad Moms
1227,27,31,34,22,27,25,34,Date Movie
1228,29,33,25,27,28,30,36,Selma
1229,19,18,20,15,35,25,30,Premonition
1230,16,22,22,21,27,30,41,Orphan
1231,17,25,29,20,27,30,39,Epic Movie
1232,59,63,63,58,55,60,64,Spotlight
1233,25,29,19,15,26,25,24,Lakeview Terrace
1234,10,26,23,16,32,29,48,The Grudge 2
1235,22,25,25,25,29,39,44,Man of the Year
1236,63,61,59,59,64,63,78,The American
1237,61,53,60,67,60,52,60,Vampires Suck
1238,77,79,82,82,71,77,78,Babel
1239,17,18,18,22,25,27,38,This Is Where I Leave You
1240,65,58,62,53,45,43,49,Doubt
1241,24,39,41,44,47,34,36,Team America: World Police
1242,19,18,17,24,24,30,48,Texas Chainsaw 3D
1243,24,32,35,28,30,35,46,Scary Movie 5
1244,48,48,47,45,44,42,42,Milk
1245,12,15,18,15,17,21,33,Risen
1246,11,12,5,10,6,12,13,Ghost Ship
1247,3,4,21,18,9,15,35,A Very Harold & Kumar 3D Christmas
1248,23,19,25,22,29,27,35,The Stepfather
1249,32,34,31,31,28,38,39,The Debt
1250,18,22,28,28,41,33,32,One Missed Call
1251,32,38,49,37,44,37,34,The Bank Job
1252,3,3,6,12,7,10,11,Eternal Sunshine of the Spotless Mind
1253,38,49,50,42,51,51,60,You Again
1254,27,26,36,25,29,31,45,Street Kings
1255,20,24,22,19,23,26,41,The World's End
1256,36,50,52,43,38,59,55,Nancy Drew
1257,25,29,31,27,34,37,50,Daybreakers
1258,8,7,20,27,38,35,32,She's Out of My League
1259,43,47,47,44,44,46,52,Monte Carlo
1260,21,29,33,28,30,32,38,Stay Alive
1261,22,24,26,22,21,27,31,Alpha and Omega
1262,28,37,21,18,28,28,29,The Covenant
1263,34,33,33,22,32,28,35,Stick It
1264,59,66,77,67,66,92,100,Shorts
1265,37,36,35,36,38,42,57,Nerve
1266,38,47,32,43,39,51,51,Appaloosa
1267,13,15,12,15,26,21,34,My Best Friend's Girl
1268,9,21,15,19,33,36,34,Georgia Rule
1269,17,16,16,14,21,26,33,Reign Over Me
1270,65,77,76,70,59,58,68,Into the Wild
1271,25,52,48,12,37,28,29,School for Scoundrels
1272,19,19,33,19,35,14,40,Silent Hill: Revelation 3D
1273,0,0,0,0,0,0,0,Pooh's Heffalump Movie
1274,31,50,39,25,35,37,42,Kung Fu Hustle
1275,75,100,98,74,57,70,68,The Kite Runner
1276,74,75,64,79,31,48,62,21 Grams
1277,49,59,65,55,39,37,47,Paparazzi
1278,30,36,37,32,37,40,49,Twilight
1279,33,34,36,27,24,33,32,Capitalism: A Love Story
1280,10,13,12,12,14,20,34,Secret in Their Eyes
1281,19,16,30,26,31,36,42,Disaster Movie
1282,34,49,51,50,44,49,48,Armored
1283,0,13,0,0,40,20,21,What's Your Number?
1284,29,26,35,30,31,34,48,Lockout
1285,15,52,77,47,33,47,63,Envy
1286,15,9,19,11,13,20,39,Crank: High Voltage
1287,12,10,21,21,34,47,43,One Night with the King
1288,27,0,15,14,53,34,55,The Weather Man
1289,14,13,21,20,22,25,34,Ghost Town
1290,16,19,21,17,25,19,24,12 Rounds
1291,35,35,36,35,41,47,48,Let Me In
1292,16,19,15,13,20,22,30,Be Kind Rewind
1293,23,31,46,31,32,31,32,Mrs Henderson Presents
1294,17,25,23,15,21,25,34,Triple 9
1295,42,43,40,43,38,40,55,Burnt
1296,54,70,100,60,42,31,33,Death at a Funeral
1297,14,22,22,29,22,30,30,Death Sentence
1298,0,10,0,7,15,15,30,Everybody's Fine
1299,0,0,0,0,0,0,0,Superbabies: Baby Geniuses 2
1300,0,22,0,0,16,15,15,Code Name: The Cleaner
1301,17,22,0,0,0,15,37,Connie and Carla
1302,27,31,28,23,33,36,41,Inherent Vice
1303,19,13,10,3,10,14,23,Doogal
1304,28,31,28,15,26,24,40,Battle of the Year
1305,24,18,17,15,30,34,29,An American Carol
1306,32,41,36,36,40,38,64,Machete Kills
1307,29,26,24,31,26,26,45,Strange Wilderness
1308,32,42,43,40,32,42,60,Little Boy
1309,26,28,31,46,29,25,33,A Dangerous Method
1310,75,100,83,64,49,44,31,A Scanner Darkly
1311,26,32,32,33,38,65,52,Chasing Mavericks
1312,23,32,23,24,26,38,42,Bandslam
1313,53,56,61,63,67,66,77,Birth
1314,52,55,57,28,33,34,62,A Most Violent Year
1315,28,22,36,17,32,34,56,Passchendaele
1316,82,88,40,44,77,69,91,Flash of Genius
1317,53,55,67,32,37,40,41,The Cold Light of Day
1318,59,61,65,35,32,18,48,The Brothers Bloom
1319,61,88,42,32,33,49,25,"Synecdoche, New York"
1320,54,18,36,32,37,33,54,Bon voyage
1321,32,63,57,22,52,63,54,The Proposition
1322,79,73,80,94,89,89,93,Courage
1323,42,100,44,24,24,32,65,The Children of Huang Shi
1324,6,3,9,3,0,11,8,The Oogieloves in the Big Balloon Adventure
1325,72,80,89,100,78,61,65,By the Sea
1326,65,63,75,48,43,36,36,Steamboy
1327,29,14,0,9,35,26,19,The Game of Their Lives
1328,43,57,42,49,62,90,100,All Good Things
1329,22,21,21,29,32,28,23,CJ7
1330,13,15,23,27,25,33,28,Dylan Dog: Dead of Night
1331,41,77,79,94,83,96,87,The Tempest
1332,62,46,57,69,80,88,88,Regression
1333,0,3,5,0,2,0,0,Three Kingdoms: Resurrection of the Dragon
1334,25,46,37,39,37,28,43,Shattered
1335,38,28,40,8,54,61,34,Zambezia
1336,53,36,63,43,51,40,55,Ramanujan
1337,0,0,100,0,0,0,0,Dwegons and Leprechauns
1338,15,17,52,27,42,36,45,Hands of Stone
1339,21,26,18,14,13,18,13,The Frozen Ground
1340,40,53,100,64,61,43,25,The Painted Veil
1341,27,28,0,0,0,0,0,The Baader Meinhof Complex
1342,25,40,35,31,38,43,56,Bad Teacher
1343,32,28,21,23,23,56,38,A Cinderella Story
1344,30,32,40,43,46,77,53,Scream
1345,11,6,11,8,9,20,28,I Can Do Bad All by Myself
1346,23,17,34,44,15,37,23,Fight Valley
1347,33,33,33,32,43,42,47,The Switch
1348,100,70,78,96,74,55,66,The Devil's Double
1349,19,25,21,24,27,27,39,The Crazies
1350,40,35,49,39,35,47,63,The Bounty
1351,32,31,38,50,49,53,49,The Book Thief
1352,23,32,38,25,34,35,49,Sex Drive
1353,39,44,34,36,51,40,51,Leap Year
1354,51,36,35,26,50,56,47,Take Me Home Tonight
1355,29,17,23,25,26,27,38,Won't Back Down
1356,32,44,47,42,20,15,31,Indignation
1357,22,24,23,24,40,29,41,The Amityville Horror
1358,31,28,44,29,35,43,44,Land of the Dead
1359,14,0,27,14,15,17,16,Out of Inferno
1360,14,16,20,21,24,26,29,The Invention of Lying
1361,19,28,30,23,25,27,37,Neighbors
1362,0,51,49,0,0,37,71,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
1363,17,21,29,24,27,19,32,The Exorcism of Emily Rose
1364,22,21,27,25,30,37,51,Left Behind
1365,39,34,22,28,43,25,45,The Family Stone
1366,0,0,0,0,0,16,0,Barbershop 2: Back in Business
1367,16,18,20,19,22,26,48,My Big Fat Greek Wedding 2
1368,10,11,20,15,14,17,25,Diary of a Wimpy Kid: Rodrick Rules
1369,17,23,21,25,26,22,38,Prom Night
1370,21,33,25,16,27,23,26,Mean Girls
1371,40,68,33,38,47,94,38,Birdman or (The Unexpected Virtue of Ignorance)
1372,47,55,56,38,35,40,47,Blue Jasmine
1373,20,22,19,18,27,42,39,United 93
1374,34,35,34,36,31,39,44,Soul Surfer
1375,10,11,15,19,19,23,26,Observe and Report
1376,26,18,22,19,25,47,66,Love Happens
1377,36,51,55,38,70,78,67,127 Hours
1378,5,6,6,8,13,18,32,Love the Coopers
1379,4,13,7,8,12,8,4,Catch That Kid
1380,66,71,71,57,51,53,62,Steve Jobs
1381,17,17,44,53,41,31,28,"I Love You, Beth Cooper"
1382,22,21,28,26,27,33,45,Youth in Revolt
1383,35,37,38,39,54,57,67,Getaway
1384,9,9,12,7,11,12,20,And So It Goes
1385,21,20,29,6,38,38,56,Being Julia
1386,20,27,38,23,20,20,24,The Last Station
1387,34,38,34,46,52,53,65,Labor Day
1388,25,44,40,44,53,39,53,RocknRolla
1389,43,0,100,39,20,40,20,Mao's Last Dancer
1390,38,46,59,53,29,29,25,Midnight Special
1391,55,81,69,35,51,27,43,The Railway Man
1392,13,35,45,26,24,32,32,The White Ribbon
1393,100,82,83,70,54,59,65,Metallica Through the Never
1394,44,36,28,26,39,46,39,The Informers
1395,17,82,42,16,49,17,35,I Come with the Rain
1396,1,1,1,1,1,1,1,I Am Wrath
1397,88,75,75,48,64,76,68,Renaissance
1398,28,25,27,24,24,25,39,Forsaken
1399,78,79,96,73,75,59,70,Red Lights
1400,20,18,19,18,23,21,36,Superbad
1401,11,14,14,13,16,23,21,Madea Goes to Jail
1402,96,80,73,67,68,58,62,Wolves
1403,20,7,30,35,22,20,29,Step Up 2: The Streets
1404,56,70,62,47,55,41,48,Hotel Rwanda
1405,24,27,29,38,41,33,39,Hitman
1406,19,23,26,23,20,31,38,Black Nativity
1407,36,44,43,39,37,34,37,The Prince
1408,64,52,43,32,30,40,49,City of Ghosts
1409,12,11,12,19,19,16,29,Let's Be Cops
1410,34,43,45,83,41,24,23,Sideways
1411,21,25,15,18,17,26,33,Beerfest
1412,45,48,53,42,43,46,43,Hero
1413,11,10,10,11,13,18,20,The Best Man Holiday
1414,34,24,37,36,33,33,42,Smokin' Aces
1415,0,0,0,0,0,26,26,Saw 3D: The Final Chapter
1416,23,26,27,24,26,29,37,TRON: Legacy
1417,38,38,34,35,41,44,45,Beastly
1418,32,42,42,23,32,37,84,The Hills Have Eyes
1419,1,0,0,2,2,4,21,"McFarland, USA"
1420,20,30,28,26,32,20,37,Lottery Ticket
1421,49,35,32,47,62,51,51,ATL
1422,51,71,64,40,37,37,40,Pitch Perfect
1423,51,23,34,23,15,31,55,Larry the Cable Guy: Health Inspector
1424,9,8,12,14,15,19,25,Brooklyn's Finest
1425,16,23,16,26,33,48,40,My Life in Ruins
1426,20,22,14,23,23,29,50,American Dreamz
1427,14,18,6,16,25,16,26,How She Move
1428,23,22,15,16,32,31,62,Running Scared
1429,40,41,40,24,24,24,38,Bobby Jones: Stroke of Genius
1430,31,64,53,28,18,25,39,The Illusionist
1431,35,57,76,50,48,58,49,Escobar: Paradise Lost
1432,46,55,33,49,18,53,35,Southland Tales
1433,0,0,9,20,10,0,0,Dragon Hunters
1434,7,11,7,28,44,47,49,The Apparition
1435,0,0,100,0,0,0,0,Fur: An Imaginary Portrait of Diane Arbus
1436,31,64,53,28,18,25,39,The Illusionist
1437,100,72,57,42,43,52,54,Becoming Jane
1438,18,25,30,17,21,24,31,Sydney White
1439,79,70,68,100,9,14,21,House of Sand and Fog
1440,34,37,40,100,47,36,38,The Artist
1441,24,30,32,32,30,35,50,The Unborn
1442,65,76,77,55,57,52,51,Moonrise Kingdom
1443,41,48,37,42,51,56,62,The Texas Chainsaw Massacre: The Beginning
1444,10,6,7,11,12,12,27,The Young Messiah
1445,44,75,51,34,46,39,36,Pan's Labyrinth
1446,26,23,22,19,28,32,35,The Roommate
1447,20,31,18,18,25,27,25,Hot Fuzz
1448,64,64,70,61,71,71,75,The Women
1449,38,20,30,42,37,33,55,Vicky Cristina Barcelona
1450,0,0,0,0,0,0,0,Arn: The Knight Templar
1451,14,17,17,17,19,26,39,Bad Moms
1452,23,39,31,22,25,28,40,Jennifer's Body
1453,22,21,27,25,30,37,51,Left Behind
1454,54,42,54,58,59,46,50,Remember Me
1455,89,93,77,73,98,94,88,Philadelphia
1456,13,20,19,12,12,12,12,The Cookout
1457,25,26,12,20,39,35,46,Things We Lost in the Fire
1458,32,34,32,22,19,45,100,The Immigrant
1459,0,24,72,16,32,33,42,The White Countess
1460,45,45,55,57,69,53,51,Trance
1461,59,29,35,34,38,56,54,Soul Plane
1462,100,57,54,56,51,50,50,Good
1463,17,22,34,23,29,67,38,Enter the Void
1464,85,100,90,66,64,60,57,Vamps
1465,0,41,20,0,31,16,32,Hachi: A Dog's Tale
1466,8,7,16,32,27,12,21,The Homesman
1467,18,43,48,50,45,39,39,Slow Burn
1468,54,47,38,43,50,30,53,Slither
1469,35,30,19,28,26,30,42,The King's Speech
1470,47,18,15,15,0,28,0,The Yellow Handkerchief
1471,78,33,64,7,30,27,26,Tidal Wave
1472,11,17,19,20,16,19,25,The Imitation Game
1473,23,36,30,30,30,31,45,Diary of a Wimpy Kid
1474,53,56,52,54,58,66,65,Mama
1475,15,20,19,17,24,32,42,Bad Grandpa
1476,7,0,9,13,34,34,28,Why Did I Get Married?
1477,25,27,28,26,27,28,40,The Woman in Black
1478,21,26,20,20,19,20,34,When a Stranger Calls
1479,20,19,24,26,29,31,39,Snitch
1480,20,26,24,30,32,36,45,Krampus
1481,14,13,22,15,23,21,25,End of Watch
1482,48,51,50,49,47,50,61,Aloha
1483,32,42,53,89,100,68,67,The Theory of Everything
1484,17,13,14,26,40,21,53,Halloween II
1485,71,72,81,60,65,64,67,Wild
1486,23,23,26,30,27,32,41,The Last House on the Left
1487,15,16,29,19,27,33,31,The Wedding Date
1488,18,27,25,24,28,32,52,Clash of the Titans
1489,12,16,22,21,25,22,44,The Great Debaters
1490,87,92,83,84,83,84,87,Drive
1491,7,26,15,21,38,20,11,Confessions of a Teenage Drama Queen
1492,18,23,27,23,27,31,39,28 Weeks Later
1493,15,15,17,14,21,21,33,When the Game Stands Tall
1494,9,27,13,17,17,35,85,Because of Winn-Dixie
1495,21,19,22,16,17,20,34,All About Steve
1496,76,100,86,75,73,61,64,Match Point
1497,20,31,28,25,37,40,40,Ramona and Beezus
1498,15,61,0,28,29,0,14,The Hills Have Eyes II
1499,20,22,23,20,22,26,39,Keanu
1500,18,19,22,27,30,28,39,Country Strong
1501,69,88,76,50,36,42,49,The Place Beyond the Pines
1502,14,14,12,11,12,12,16,The November Man
1503,83,83,88,55,59,64,49,The Hurt Locker
1504,14,15,14,12,18,29,27,Killing Them Softly
1505,65,88,76,34,30,29,37,A Most Wanted Man
1506,0,0,0,0,0,0,0,The Pirates Who Don't Do Anything: A VeggieTales Movie
1507,75,70,64,52,50,49,64,U2 3D
1508,46,28,54,46,67,65,76,Idlewild
1509,53,59,56,65,63,66,71,One Day
1510,28,30,32,20,44,44,48,Whip It
1511,79,80,86,82,86,79,86,The Muse
1512,41,41,42,25,24,18,61,De-Lovely
1513,22,31,42,34,27,33,41,The Man with the Iron Fists
1514,15,30,40,11,36,30,36,Raise Your Voice
1515,29,25,39,32,38,38,44,Black Snake Moan
1516,51,38,45,45,38,28,48,A Mighty Heart
1517,37,41,63,53,58,23,46,Hoot
1518,58,92,34,53,36,44,25,In Bruges
1519,13,20,14,19,30,25,30,Peeples
1520,26,24,29,27,26,33,42,The Rocker
1521,27,20,33,26,35,52,53,Post Grad
1522,47,47,42,37,52,44,44,Promised Land
1523,61,59,71,46,44,75,92,Whatever Works
1524,18,12,18,13,21,8,4,Three Burials
1525,81,100,79,53,60,39,14,Kiss Kiss Bang Bang
1526,30,31,38,32,41,41,48,Blood and Chocolate
1527,36,61,42,21,25,35,29,You Will Meet a Tall Dark Stranger
1528,67,83,91,60,48,73,100,Never Let Me Go
1529,53,100,69,54,39,30,54,Transsiberian
1530,69,98,80,54,57,58,60,Funny Games
1531,75,67,72,84,78,94,92,Listening
1532,27,15,46,13,42,53,60,District B13
1533,0,34,40,39,0,0,0,Ong-bak 2
1534,21,20,20,22,21,25,25,Centurion
1535,41,44,72,100,20,15,36,The Midnight Meat Train
1536,27,22,22,58,64,74,83,Winnie Mandela
1537,0,61,0,31,0,0,16,The Son of No One
1538,32,60,33,44,52,73,79,The Good Night
1539,34,46,15,22,25,26,26,Khumba
1540,67,100,73,48,42,34,32,Automata
1541,19,31,15,21,25,34,36,Shinjuku Incident
1542,23,20,24,24,27,33,49,Magic Mike XXL
1543,21,23,44,14,7,22,53,Sarah's Key
1544,81,87,100,97,87,70,62,Freedom
1545,26,39,0,0,22,45,47,Manderlay
1546,9,9,16,18,12,13,17,Slumdog Millionaire
1547,21,19,22,17,19,21,54,Broken Horses
1548,20,29,34,27,30,37,50,My Bloody Valentine
1549,31,31,34,33,31,40,55,The Possession
1550,19,18,19,29,27,37,34,Stomp the Yard
1551,12,11,11,16,21,18,27,Good Deeds
1552,34,39,61,62,67,68,64,White Fang
1553,22,21,23,28,32,20,25,Superstar
1554,70,87,92,62,66,74,72,The Iron Lady
1555,47,36,50,53,29,36,59,An American Haunting
1556,13,18,20,18,30,42,43,A Perfect Getaway
1557,14,15,20,17,18,42,47,Our Family Wedding
1558,16,16,19,17,25,34,31,I Think I Love My Wife
1559,28,27,29,29,28,37,42,Fun Size
1560,39,52,30,47,36,29,37,The Diving Bell and the Butterfly
1561,28,30,34,26,21,27,21,Little Children
1562,22,24,16,18,36,37,35,Catch a Fire
1563,47,64,63,37,26,29,22,Easy Virtue
1564,3,11,6,7,5,7,6,Mr. Turner
1565,0,20,43,27,53,60,40,Wild Grass
1566,0,0,0,2,3,1,1,Reign of Assassins
1567,16,19,31,47,47,35,43,The Lucky Ones
1568,65,73,83,76,87,75,71,Margaret
1569,38,52,64,23,42,12,43,Stan Helsing
1570,52,51,56,48,27,44,32,Flipped
1571,55,58,73,57,49,44,34,Brokeback Mountain
1572,20,23,24,25,29,32,42,Teenage Mutant Ninja Turtles
1573,12,15,17,20,17,19,37,Hot Tub Time Machine 2
1574,23,21,22,22,27,34,42,Seven Psychopaths
1575,88,84,64,83,0,49,60,Downfall
1576,14,0,19,100,19,10,24,The Sea Inside
1577,19,27,21,19,27,27,42,Under the Skin
1578,11,24,100,65,44,84,46,The Last Godfather
1579,35,35,38,32,31,51,53,Justin Bieber: Never Say Never
1580,48,54,53,49,55,45,47,Black Swan
1581,12,12,18,19,16,16,27,Miracles from Heaven
1582,29,28,26,27,25,22,33,St. Vincent
1583,8,10,11,14,16,19,25,About Last Night
1584,15,10,12,25,26,26,46,The Shallows
1585,15,5,16,29,30,22,23,The Butterfly Effect
1586,22,25,27,34,34,31,49,This Christmas
1587,87,87,77,100,41,63,42,No Good Deed
1588,22,24,23,29,42,37,32,The Mist
1589,22,24,22,16,15,19,26,Ex Machina
1590,16,11,16,16,24,27,41,Earth to Echo
1591,58,70,68,33,24,18,17,Letters from Iwo Jima
1592,27,21,20,26,18,21,21,The Astronaut Farmer
1593,87,97,95,98,87,86,84,Room
1594,38,20,29,34,33,59,32,21 & Over
1595,38,0,0,0,0,0,0,"Paris, je t'aime"
1596,30,20,34,33,25,40,47,Resurrecting the Champ
1597,80,74,75,87,100,93,74,Admission
1598,47,49,58,49,57,57,59,Chloe
1599,79,89,84,84,76,73,71,Brothers
1600,11,15,15,5,10,52,85,Find Me Guilty
1601,70,100,76,60,45,53,60,The Perks of Being a Wallflower
1602,87,69,68,74,83,84,100,Infamous
1603,4,6,4,8,7,10,14,The Vatican Tapes
1604,52,38,67,51,49,92,90,Attack the Block
1605,26,30,65,58,33,61,100,In the Land of Blood and Honey
1606,60,59,75,67,67,64,68,The Call
1607,22,21,23,23,17,21,25,Operation Chromite
1608,44,71,77,60,41,33,39,I Love You Phillip Morris
1609,95,85,87,92,92,92,93,Womb
1610,62,84,75,80,100,95,80,The Killer Inside Me
1611,24,23,28,22,20,40,40,Sorority Row
1612,95,100,53,48,43,29,26,Lars and the Real Girl
1613,42,47,80,58,69,39,37,The Boy in the Striped Pajamas
1614,39,53,65,32,44,39,39,Solitary Man
1615,27,27,28,24,27,42,55,Machete
1616,57,100,84,51,46,27,54,Casino Jack
1617,17,26,35,32,23,33,26,The Perfect Game
1618,3,13,13,11,8,6,20,Ernest & Celestine
1619,20,16,12,15,17,21,26,Think Like a Man
1620,17,19,20,20,21,23,27,Act of Valor
1621,27,27,22,29,29,27,41,Step Up
1622,12,10,15,18,22,11,19,Harold & Kumar Escape from Guantanamo Bay
1623,40,37,39,42,47,55,62,Chronicle
1624,11,11,12,15,17,16,25,Project X
1625,21,24,30,21,28,33,42,Quarantine
1626,56,59,55,57,64,52,63,The Eye
1627,0,17,9,7,13,9,30,Johnson Family Vacation
1628,25,26,29,26,36,44,45,Casino Royale
1629,51,55,64,64,57,66,77,Katy Perry: Part of Me
1630,18,20,25,26,31,36,49,The Fault in Our Stars
1631,23,21,21,25,35,32,36,Top Five
1632,34,42,56,50,44,32,42,Philomena
1633,22,29,41,63,16,16,34,The Upside of Anger
1634,23,31,40,28,24,27,36,Aquamarine
1635,25,30,30,27,32,36,50,Paper Towns
1636,0,0,0,0,0,47,0,My Baby's Daddy
1637,100,89,89,82,79,78,79,Nebraska
1638,72,76,56,45,53,53,60,Young Adult
1639,35,35,41,37,32,43,34,Crank
1640,15,23,17,18,19,30,28,Just Wright
1641,34,43,68,43,24,30,32,Rachel Getting Married
1642,62,42,59,52,33,60,34,Girl with a Pearl Earring
1643,69,83,86,66,59,60,68,About Time
1644,54,56,57,42,36,36,39,House of Flying Daggers
1645,7,6,9,10,11,11,18,Arbitrage
1646,7,11,12,16,13,20,32,Project Almanac
1647,18,13,16,14,33,39,35,Cadillac Records
1648,70,58,61,69,63,57,84,Screwed
1649,27,34,100,67,48,56,30,For Your Consideration
1650,75,77,58,48,40,41,70,Running with Scissors
1651,40,65,52,41,37,32,30,Two Lovers
1652,29,33,40,36,40,46,61,The Host
1653,12,17,11,12,12,15,14,Ravenous
1654,46,17,30,23,23,35,15,Charlie Bartlett
1655,67,100,78,56,50,30,35,The Great Beauty
1656,32,32,29,30,39,39,50,Stoker
1657,18,24,26,34,21,38,40,2046
1658,18,49,100,32,32,32,56,Married Life
1659,22,100,16,30,20,20,33,Duma
1660,32,26,35,28,28,36,57,Ondine
1661,41,70,83,63,32,53,49,The Life Before Her Eyes
1662,46,43,100,49,20,32,20,Darling Companion
1663,88,93,69,73,93,95,94,Trade
1664,25,0,0,0,0,0,51,Fateless
1665,0,0,10,25,0,9,9,City of Life and Death
1666,89,92,95,92,88,84,88,Home
1667,0,0,0,0,0,0,0,Legend of Kung Fu Rabbit
1668,0,1,0,0,1,0,1,5 Days of War
1669,75,68,88,86,89,89,88,Triangle
1670,24,49,26,43,56,24,24,10 Days in a Madhouse
1671,19,20,24,27,28,33,49,Heaven Is for Real
1672,0,0,0,59,100,66,56,Dancin' It's On
