,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9,title
1117,22,23,36,29,29,20,33,42,37,17,19,15,19,11,22,21,20,14,13,13,9,14,18,19,17,7,6,8,11,9,11,21,31,37,58,100,67,Lions for Lambs
1118,16,21,0,51,0,35,73,0,90,44,73,94,20,15,16,100,40,15,0,14,14,30,39,30,19,28,28,42,0,15,0,0,15,33,18,46,46,Walk Hard: The Dewey Cox Story
1119,81,100,44,33,53,36,67,70,87,74,55,51,93,33,56,71,50,33,35,44,22,30,56,44,66,28,53,41,36,56,32,52,45,59,97,96,73,The Young Victoria
1120,15,14,26,24,22,21,27,42,42,24,19,16,19,12,18,19,23,14,8,7,12,14,27,17,24,12,9,8,9,12,14,20,26,41,100,81,54,Whiteout
1121,10,9,24,38,98,100,44,38,40,45,50,58,10,42,26,39,33,37,46,46,27,24,23,15,22,29,39,40,28,22,25,16,17,59,55,37,25,The Tree of Life
1122,31,36,52,48,45,41,50,52,54,41,38,31,34,40,44,61,54,39,38,36,38,40,43,34,45,42,39,29,32,37,38,48,50,52,92,100,82,Sabotage
1123,14,20,50,35,27,35,44,52,57,31,34,31,22,30,29,29,47,25,21,22,26,23,18,24,28,25,19,12,22,14,19,27,40,24,64,100,71,Punisher: War Zone
1124,63,72,86,86,76,72,89,90,89,75,70,74,92,68,65,76,83,76,59,67,62,72,72,79,72,70,69,59,64,65,77,74,81,74,73,100,94,Zoom
1125,71,72,67,55,52,55,61,77,69,46,44,48,69,49,54,59,54,41,40,38,37,39,44,53,46,32,31,32,30,33,37,50,56,62,81,100,94,The Walk
1126,24,30,43,32,42,33,47,54,56,27,27,22,36,25,37,33,35,22,16,20,24,19,33,26,30,19,14,17,20,11,19,29,37,37,70,82,100,A Good Year
1127,47,51,39,45,39,48,57,60,78,46,50,51,55,58,50,46,74,64,53,63,67,62,89,36,84,65,58,73,88,94,95,42,40,55,50,67,77,Carnage
1128,0,38,42,46,65,100,81,98,61,56,39,51,18,40,55,26,17,39,28,28,12,44,45,53,61,12,12,40,23,30,60,17,18,59,70,90,44,Where the Truth Lies
1129,21,40,50,70,72,70,63,60,78,63,47,67,26,38,34,51,43,23,28,12,29,25,34,27,28,17,10,21,17,19,25,18,54,38,100,95,94,Cirque du Soleil: Worlds Away
1130,71,100,84,55,48,51,47,75,66,66,62,48,71,53,42,62,72,31,24,39,38,37,36,99,21,30,18,23,19,25,36,63,40,71,81,69,75,Me and Orson Welles
1131,42,57,95,100,66,42,51,46,52,52,65,39,56,38,48,51,35,40,55,45,47,36,39,76,48,52,51,41,37,46,40,60,58,49,60,68,68,The Best Offer
1132,52,100,40,29,36,21,13,20,36,25,13,17,83,28,43,39,20,36,10,17,12,14,12,55,15,17,14,3,6,9,7,47,34,50,50,50,45,Bad Lieutenant: Port of Call New Orleans
1133,34,26,21,21,33,50,34,60,64,54,43,17,18,50,40,74,27,0,31,57,41,42,17,86,26,21,61,0,100,33,33,21,50,25,34,43,27,Little White Lies
1134,56,95,100,47,53,40,13,28,42,65,7,13,21,40,27,34,32,65,26,26,46,13,14,63,24,39,38,38,19,46,34,58,28,35,36,72,43,Love Ranch
1135,36,37,30,35,23,48,12,13,16,16,0,24,0,12,39,15,100,17,26,12,36,48,63,45,31,46,12,0,12,36,50,0,23,0,12,13,94,Space Dogs
1136,27,31,55,47,29,29,37,49,57,38,32,28,32,30,35,44,38,26,27,30,35,42,53,25,54,28,28,27,29,31,34,23,37,48,87,100,87,The Counselor
1137,76,76,63,76,78,49,48,43,44,45,49,54,81,38,33,30,31,36,48,46,34,26,29,86,27,30,35,34,24,26,26,100,100,61,57,52,43,Ironclad
1138,19,28,94,41,63,62,51,41,49,26,55,41,34,40,22,38,48,31,46,24,27,19,40,13,28,26,26,15,37,38,19,42,29,61,80,100,61,Kung Fu Killer
1139,22,20,88,53,54,47,41,33,45,37,31,29,30,36,33,40,41,31,27,26,29,34,29,28,43,39,31,27,34,35,34,32,63,71,100,80,82,Red Sky
1140,39,40,67,60,56,55,55,48,50,52,54,46,37,48,54,41,46,44,45,43,42,35,34,39,37,43,40,38,40,39,39,39,40,46,80,100,79,On the Road
1141,24,33,100,76,73,65,58,50,50,51,53,52,38,44,36,33,40,46,39,36,33,32,41,42,45,55,60,45,36,39,35,45,44,52,94,88,99,Rocky Balboa
1142,3,5,34,32,25,19,25,37,20,16,12,10,9,10,4,5,6,4,4,3,1,1,3,8,2,2,2,2,3,3,4,12,15,25,69,100,71,Jane Got a Gun
1143,6,6,56,41,35,32,41,54,46,31,27,24,5,22,25,35,34,22,20,18,17,21,25,7,22,15,17,14,14,14,23,11,13,27,65,100,93,Think Like a Man Too
1144,22,25,100,35,47,39,39,64,66,50,44,30,28,36,51,45,56,33,31,23,26,30,58,15,34,24,18,18,19,19,66,21,29,29,63,92,97,Zack and Miri Make a Porno
1145,25,27,54,34,44,26,33,42,46,26,20,16,24,19,22,29,29,20,14,13,17,18,36,32,23,12,11,14,10,14,16,34,31,50,100,96,78,The Men Who Stare at Goats
1146,21,34,52,45,38,36,43,59,38,23,35,17,21,15,24,20,36,28,12,14,16,21,26,21,23,11,12,8,9,7,16,39,44,44,68,100,55,I Don't Know How She Does It
1147,17,26,63,52,40,44,53,64,58,44,30,41,22,34,35,50,47,35,30,23,24,27,35,22,31,16,15,16,13,19,28,23,26,47,81,100,83,Piranha 3D
1148,36,23,65,57,24,34,22,100,97,79,65,55,62,41,33,21,27,46,64,71,40,21,13,40,31,65,48,36,32,21,12,17,39,49,48,34,53,Beyond the Sea
1149,0,21,0,0,0,0,24,0,0,100,0,0,0,20,0,21,21,30,0,37,18,0,0,68,0,0,0,19,18,19,0,0,21,0,23,26,0,The Bridge of San Luis Rey
1150,55,54,100,92,64,70,69,64,72,91,100,72,62,70,73,69,70,94,88,72,70,69,66,67,64,86,80,68,71,70,69,71,64,67,70,77,83,Faster
1151,100,69,28,49,22,59,33,96,48,28,21,36,91,30,25,24,12,24,0,43,14,16,36,41,24,21,21,7,23,8,24,48,56,87,55,49,12,Howl's Moving Castle
1152,13,12,72,49,46,40,48,67,59,42,30,26,14,24,29,38,37,23,19,15,17,18,28,17,26,15,14,15,13,16,20,18,19,37,62,100,91,Zombieland
1153,34,34,100,100,65,52,46,45,50,53,57,55,39,49,45,45,44,45,42,36,31,25,23,45,25,32,31,20,18,16,15,47,38,47,71,78,77,King Kong
1154,19,20,57,32,38,35,51,63,64,34,30,34,28,38,44,65,52,28,32,30,30,48,62,30,65,37,34,31,28,38,50,31,28,55,93,100,80,The Ides of March
1155,80,85,92,82,82,84,87,98,94,83,82,80,84,77,82,91,97,84,80,81,81,82,90,80,91,91,84,80,81,81,92,77,77,85,91,98,100,Her
1156,23,28,27,25,23,20,33,53,50,22,21,20,34,18,25,40,40,23,21,18,22,26,52,24,32,18,19,19,27,24,30,41,28,52,71,100,76,Eddie the Eagle
1157,0,28,0,0,0,26,0,0,0,93,0,0,0,0,0,0,0,33,29,32,35,30,29,0,0,0,28,31,100,0,55,25,51,0,0,0,0,The Adventurer: The Curse of the Midas Box
1158,12,10,37,27,22,21,16,28,37,23,18,12,16,12,15,16,22,7,14,9,7,7,21,29,11,7,6,4,4,3,18,12,18,25,48,100,56,Chasing Liberty
1159,74,76,93,70,83,83,78,77,82,100,82,83,79,72,72,73,83,88,74,67,74,68,71,91,100,92,73,87,80,77,74,75,77,77,68,86,93,The Crew
1160,25,26,49,36,35,43,40,54,50,30,23,22,30,20,20,31,23,15,14,11,13,12,15,29,15,10,11,9,12,10,14,27,35,40,86,100,79,Haywire
1161,16,15,56,23,26,33,93,74,100,54,16,38,19,10,37,77,42,19,21,13,10,23,21,24,29,13,15,12,6,17,26,17,17,31,73,70,79,The Longshots
1162,54,92,17,42,25,54,61,55,79,24,27,42,100,18,46,41,34,31,14,21,24,22,15,39,14,20,7,10,7,0,19,24,60,29,30,81,93,In the Valley of Elah
1163,100,63,73,57,76,47,44,81,96,61,49,37,73,46,71,72,84,61,54,25,50,43,39,68,75,40,41,12,29,56,87,45,37,63,79,93,53,Coco Before Chanel
1164,28,25,62,46,48,50,42,56,66,39,33,34,27,43,36,43,51,33,29,27,30,32,39,24,38,29,27,32,31,26,34,24,25,39,43,65,100,Forsaken
1165,77,25,64,27,100,65,59,91,39,45,45,46,51,65,10,51,51,45,36,74,28,50,51,54,25,45,54,37,19,60,13,27,37,56,59,88,63,Chéri
1166,13,33,39,74,65,77,70,100,44,42,55,21,39,8,97,25,40,55,24,37,18,19,45,25,23,53,29,23,0,38,15,18,25,90,75,93,83,Bodyguards and Assassins
1167,21,15,61,47,41,51,52,66,60,37,30,33,17,33,32,42,46,29,32,29,32,28,31,21,37,23,21,20,17,20,21,22,29,29,69,85,100,1408
1168,17,28,80,73,43,81,67,71,58,50,55,38,25,62,65,77,85,47,47,44,35,36,55,12,56,27,33,39,31,24,36,14,35,58,77,100,94,The Water Diviner
1169,22,47,63,44,33,30,41,84,76,61,28,29,42,26,36,52,44,30,24,18,19,39,52,13,53,27,14,17,26,29,41,24,17,20,51,100,86,The Game Plan
1170,2,2,39,45,31,35,54,64,47,36,28,28,3,24,43,55,47,13,21,20,19,41,60,2,60,42,18,12,17,33,50,5,10,25,71,100,54,The Hundred-Foot Journey
1171,16,22,51,31,26,26,29,46,42,24,19,16,26,16,18,23,25,16,12,12,12,14,19,25,21,20,18,16,16,17,22,33,35,45,82,100,85,Son of God
1172,19,17,59,30,23,31,30,46,38,26,22,11,18,17,19,38,14,12,11,14,7,16,18,20,14,12,8,9,6,7,10,18,45,48,75,100,74,Derailed
1173,11,0,22,41,31,42,22,16,16,29,48,100,16,0,32,46,15,29,0,10,0,0,15,20,0,10,9,0,0,10,43,0,0,11,23,17,49,Deuce Bigalow: European Gigolo
1174,29,29,46,34,50,58,78,96,76,41,40,36,36,40,51,64,69,37,32,33,32,38,57,31,50,33,30,27,24,33,38,30,29,35,86,100,78,Delivery Man
1175,8,12,100,86,55,46,37,44,49,57,54,33,12,33,26,23,23,28,33,18,18,18,15,13,13,16,14,11,10,9,9,17,17,29,53,64,84,Victor Frankenstein
1176,11,16,46,60,39,47,62,100,57,32,43,38,21,33,30,32,28,27,20,14,24,22,27,18,22,11,12,19,14,10,26,15,26,37,85,89,74,Our Kind of Traitor
1177,25,17,54,44,51,47,43,62,47,40,36,29,29,28,30,39,44,36,20,28,23,29,38,21,34,25,22,20,29,29,41,29,39,47,100,86,73,Diary of a Wimpy Kid: Dog Days
1178,53,53,76,67,56,70,72,87,83,68,66,59,53,58,64,83,82,74,59,63,67,71,75,46,74,76,63,68,68,58,89,44,51,63,85,100,99,The Island
1179,29,30,100,85,57,49,51,53,65,95,100,61,38,55,58,53,55,72,62,56,47,44,44,34,45,55,59,43,43,50,50,36,26,34,59,63,78,Homefront
1180,48,74,51,43,39,41,52,61,59,27,39,17,53,28,43,57,60,100,0,12,18,29,40,33,24,18,18,20,15,28,30,31,29,34,77,93,94,I Heart Huckabees
1181,12,17,69,50,55,54,73,86,78,41,47,36,19,41,39,59,43,24,24,25,24,18,22,19,30,15,17,13,13,17,19,24,31,62,83,100,94,The Transporter Refueled
1182,49,65,36,37,31,26,44,35,46,24,17,20,61,17,22,18,15,9,15,11,10,12,11,44,7,10,11,4,6,9,6,48,43,45,90,100,91,The Libertine
1183,91,89,44,54,54,64,65,82,68,59,52,44,79,57,53,54,94,59,50,53,57,58,48,68,69,68,48,52,56,50,63,76,65,66,47,93,100,Black Book
1184,21,13,51,73,20,16,32,53,31,38,36,40,5,51,39,37,29,31,59,40,39,40,33,32,56,49,100,35,40,80,64,31,40,12,0,54,37,Joyeux Noel
1185,43,39,100,80,56,45,43,41,43,57,64,54,41,38,36,39,40,42,50,32,29,26,31,42,32,52,49,35,30,23,29,50,54,49,61,62,89,Hit and Run
1186,37,25,63,42,45,40,51,65,42,29,30,27,14,30,37,56,29,27,20,28,24,20,24,32,16,14,16,14,14,15,20,35,32,55,80,100,71,Mad Money
1187,15,13,33,31,27,22,29,34,32,16,20,15,16,15,17,41,59,31,21,23,21,21,27,13,29,16,14,14,15,12,21,18,22,37,65,100,63,Before I Go to Sleep
1188,41,47,48,100,67,28,42,45,23,50,68,33,39,42,36,32,32,35,55,30,34,34,53,38,26,43,26,53,32,46,35,54,45,31,64,46,46,Molière
1189,15,14,43,27,26,26,30,44,35,22,20,61,18,78,63,78,61,48,50,59,59,51,46,12,51,36,27,34,30,28,34,25,32,41,80,100,73,Out of the Furnace
1190,48,61,45,34,36,37,63,75,56,33,28,28,48,32,42,64,43,34,19,27,20,31,52,32,40,18,18,15,14,24,27,27,38,32,65,100,87,Michael Clayton
1191,67,50,52,51,49,43,46,65,46,60,53,50,50,40,34,52,73,38,49,41,31,54,25,52,56,48,71,19,15,46,86,29,45,46,41,64,100,Underdogs
1192,37,48,53,45,40,46,54,88,78,41,36,37,46,34,35,51,50,28,30,25,28,32,39,34,38,25,28,24,22,24,36,28,53,50,71,100,78,To Rome with Love
1193,0,43,34,34,69,100,37,0,0,0,0,34,43,70,0,0,0,35,0,0,0,36,0,35,41,0,0,33,34,0,0,0,0,0,0,0,42,South Park: Bigger Longer & Uncut
1194,53,66,39,23,23,24,72,83,61,43,33,30,100,40,58,67,37,26,29,13,40,39,60,44,32,33,23,10,23,42,75,41,34,48,70,78,70,Death at a Funeral
1195,10,10,22,26,23,23,24,22,18,21,27,26,12,17,15,15,80,82,100,88,88,52,45,15,44,53,74,75,46,37,31,16,20,14,19,21,22,Silver Linings Playbook
1196,16,13,47,28,26,33,35,49,61,39,32,24,12,25,24,41,41,25,17,12,22,35,27,12,37,25,19,14,20,18,26,13,32,30,91,100,76,Freedom Writers
1197,19,14,66,41,28,32,35,38,36,27,17,15,15,14,15,16,20,11,9,9,10,14,16,20,14,8,6,7,7,6,10,26,20,32,87,100,93,For Colored Girls
1198,13,22,72,49,52,49,73,73,86,58,38,46,16,44,44,70,71,42,35,30,31,44,54,20,47,37,31,25,28,28,38,20,25,25,60,100,93,Never Back Down
1199,88,68,52,49,44,53,51,64,42,34,37,33,65,20,38,38,40,26,25,23,17,25,33,50,36,23,23,20,21,22,35,60,57,53,89,100,76,Away We Go
1200,24,35,45,34,21,22,32,42,40,29,21,25,20,15,23,27,38,17,12,12,15,13,18,33,14,4,8,6,3,6,15,22,19,57,100,99,90,Swing Vote
1201,25,30,48,34,35,33,44,58,64,39,28,26,29,26,27,41,37,20,28,28,21,23,39,27,36,20,16,17,16,23,36,24,23,27,51,100,89,Tinker Tailor Soldier Spy
1202,59,67,89,64,39,27,47,53,70,53,69,54,54,44,48,44,47,56,39,46,45,35,44,60,61,51,42,39,36,43,63,48,71,100,74,85,66,The Beaver
1203,50,63,69,54,55,65,61,76,65,54,54,54,66,42,49,53,58,50,48,51,50,57,62,60,47,39,44,51,53,50,57,56,59,71,86,88,100,Pulse
1204,14,17,67,46,44,40,46,59,57,38,36,34,20,32,33,46,43,38,30,29,28,36,49,17,42,25,23,20,23,26,34,22,21,35,87,100,92,Jackass 3D
1205,23,23,58,30,26,40,40,60,52,43,29,24,22,18,32,50,33,18,19,14,20,22,34,19,35,16,12,12,16,15,29,21,26,34,68,84,100,Beverly Hills Chihuahua
1206,12,13,62,53,44,40,45,56,56,41,36,37,11,35,43,56,66,47,38,39,36,39,47,14,47,37,35,38,38,40,58,19,22,30,70,100,90,The Conjuring
1207,69,41,74,12,13,38,67,60,38,49,24,25,79,0,27,20,39,0,25,26,26,41,59,13,55,0,0,0,25,0,58,0,38,13,14,100,37,Are We There Yet?
1208,26,25,94,100,64,65,62,55,62,73,66,50,29,48,45,42,41,67,63,45,42,42,35,33,41,45,47,32,34,32,30,35,38,58,80,86,85,Tammy
1209,22,18,48,30,28,28,32,63,50,31,18,16,20,16,25,41,32,22,17,14,11,13,28,17,25,12,14,11,11,13,23,20,21,30,55,100,95,Disturbia
1210,36,13,39,49,33,28,48,71,51,23,23,27,31,20,18,38,54,12,19,19,14,17,12,13,6,9,10,7,7,17,12,22,32,23,67,86,100,Wicker Park
1211,19,23,91,99,69,51,47,40,34,55,51,33,34,57,37,41,28,46,44,21,24,31,26,44,24,39,33,22,16,15,10,35,26,33,75,77,100,White Chicks
1212,67,86,72,56,52,87,81,86,86,56,46,47,81,55,64,63,81,91,79,67,72,76,89,52,95,89,65,56,50,69,100,36,32,42,59,69,66,The Descendants
1213,28,29,100,82,64,52,44,44,45,64,56,33,35,33,28,25,30,47,43,27,23,25,22,43,29,35,42,24,24,23,27,39,43,47,71,81,97,The Last Song
1214,60,100,59,42,38,36,45,69,65,41,33,28,82,27,33,43,40,28,24,32,30,36,47,56,38,22,20,19,20,24,31,44,42,38,63,91,95,12 Years a Slave
1215,0,0,100,65,50,36,27,26,26,30,20,15,0,5,16,13,7,10,5,15,15,0,26,10,13,5,10,5,5,16,14,25,16,33,37,64,51,Why Did I Get Married Too?
1216,18,19,56,50,47,43,49,59,55,36,35,36,23,34,40,49,44,31,31,29,29,32,42,22,38,27,28,26,24,27,54,28,30,41,74,100,87,Me Before You
1217,9,7,68,59,35,41,62,78,70,31,33,11,14,17,18,28,18,28,20,6,6,3,7,11,7,0,11,9,6,9,7,14,20,11,45,53,100,Madea's Witness Protection
1218,14,17,54,55,53,45,47,69,61,42,43,44,17,39,49,63,61,38,34,32,31,39,55,17,44,26,27,28,31,38,54,19,26,39,72,100,91,Bad Moms
1219,27,31,45,40,24,31,40,63,52,23,22,20,34,20,22,31,42,18,15,16,17,24,30,22,32,18,16,15,18,21,32,27,25,34,66,100,78,Date Movie
1220,29,33,73,41,35,57,65,73,79,100,64,37,25,32,35,45,43,28,26,25,24,25,33,27,32,24,23,23,24,28,38,28,30,36,59,79,69,Selma
1221,19,18,45,36,33,35,44,60,53,31,31,25,20,23,26,35,28,21,15,14,13,27,37,15,30,23,16,16,16,14,18,35,25,30,83,100,84,Premonition
1222,16,22,58,46,52,41,51,56,53,38,35,52,22,42,49,45,49,35,29,33,30,28,34,21,34,25,25,21,22,23,27,27,30,41,100,99,84,Orphan
1223,17,25,52,36,29,29,43,60,46,28,22,20,29,20,30,49,35,22,17,17,13,19,26,20,20,14,10,10,11,10,14,27,30,39,76,100,78,Epic Movie
1224,59,63,64,75,70,77,89,100,88,68,59,59,63,63,69,76,76,67,67,64,78,68,75,58,74,63,61,57,57,59,62,55,60,64,76,87,76,Spotlight
1225,25,29,58,37,30,42,42,74,56,30,20,20,19,15,26,40,35,19,18,14,14,20,21,15,26,23,12,9,8,14,16,26,25,24,59,100,89,Lakeview Terrace
1226,10,26,44,27,30,28,36,42,42,26,25,27,23,27,23,38,37,22,18,15,16,22,17,16,24,15,9,11,18,15,24,32,29,48,70,100,75,The Grudge 2
1227,22,25,39,29,25,26,38,66,46,22,18,20,25,20,21,55,42,13,17,11,14,29,40,25,31,16,11,13,14,25,33,29,39,44,91,100,77,Man of the Year
1228,63,61,82,90,91,100,82,79,79,81,86,81,59,79,76,81,74,74,87,76,77,76,73,59,68,62,73,69,68,69,68,64,63,78,75,78,80,The American
1229,61,53,100,95,64,44,40,39,43,50,50,27,60,23,21,24,24,39,34,26,16,13,16,67,16,23,22,13,10,9,10,60,52,60,85,88,83,Vampires Suck
1230,77,79,88,79,71,78,88,86,84,78,75,78,82,67,73,75,76,70,75,70,70,63,64,82,69,68,70,68,64,64,62,71,77,78,88,100,90,Babel
1231,17,18,45,36,31,37,50,72,63,29,27,25,18,23,40,76,62,34,30,30,22,27,41,22,32,20,16,14,13,14,25,25,27,38,87,100,81,This Is Where I Leave You
1232,65,58,90,66,73,77,89,97,83,69,48,44,62,36,45,48,61,64,50,46,37,35,42,53,53,54,38,44,62,79,71,45,43,49,81,85,100,Doubt
1233,24,39,59,48,41,31,46,50,29,39,35,12,41,22,10,27,35,21,19,7,16,6,25,44,16,8,0,14,4,2,14,47,34,36,58,100,96,Team America: World Police
1234,19,18,60,28,27,27,31,33,26,14,13,10,17,11,11,12,14,11,8,6,8,10,10,24,9,4,6,4,5,5,6,24,30,48,100,100,76,Texas Chainsaw 3D
1235,24,32,43,36,36,35,45,70,69,35,31,34,35,37,44,61,53,32,33,42,32,34,44,28,43,27,24,24,25,27,38,30,35,46,79,100,75,Scary Movie 5
1236,48,48,41,40,41,39,39,43,44,39,37,37,47,39,38,40,44,37,39,39,44,40,49,45,51,100,60,51,47,44,53,44,42,42,41,45,47,Milk
1237,12,15,42,33,29,29,44,66,52,26,25,21,18,23,32,48,43,22,19,20,18,26,37,15,34,20,18,16,17,25,28,17,21,33,67,100,80,Risen
1238,11,12,6,6,9,9,14,24,14,12,12,22,5,14,38,100,49,20,12,10,10,13,17,10,11,9,4,12,15,10,11,6,12,13,8,17,19,Ghost Ship
1239,3,4,47,37,35,38,40,72,56,20,32,35,21,29,21,35,38,65,57,70,34,41,49,18,38,39,23,20,29,6,31,9,15,35,91,100,56,A Very Harold & Kumar 3D Christmas
1240,23,19,37,25,20,25,39,52,47,21,29,21,25,18,21,29,43,19,17,18,14,20,23,22,26,11,11,14,12,11,17,29,27,35,83,100,68,The Stepfather
1241,32,34,97,100,89,59,51,48,53,72,61,45,31,47,49,43,51,58,52,47,45,42,43,31,40,50,48,43,38,43,49,28,38,39,65,66,84,The Debt
1242,18,22,36,34,31,30,41,62,58,31,23,24,28,23,24,29,37,25,25,13,11,16,18,28,14,8,6,4,5,7,11,41,33,32,75,100,83,One Missed Call
1243,32,38,56,43,35,30,46,80,74,30,32,33,49,31,53,71,62,40,29,31,25,31,55,37,44,28,21,22,19,24,37,44,37,34,63,100,81,The Bank Job
1244,3,3,100,0,11,38,19,45,22,18,13,16,6,13,14,26,20,10,11,16,13,17,33,12,60,0,0,8,12,5,11,7,10,11,32,45,78,Eternal Sunshine of the Spotless Mind
1245,38,49,58,51,52,56,60,70,71,49,45,45,50,44,54,51,63,49,40,49,46,46,53,42,48,38,45,40,38,46,55,51,51,60,81,100,91,You Again
1246,27,26,58,53,66,73,82,100,83,62,69,59,36,53,54,76,59,33,37,27,35,42,42,25,37,24,17,18,19,26,31,29,31,45,82,100,93,Street Kings
1247,20,24,46,33,28,25,30,41,49,35,25,20,22,22,52,84,72,46,36,37,39,32,39,19,45,27,20,18,14,18,24,23,26,41,80,100,82,The World's End
1248,36,50,47,58,41,45,57,64,55,49,42,34,52,42,46,57,55,29,31,29,39,35,44,43,51,33,33,28,27,28,38,38,59,55,79,100,89,Nancy Drew
1249,25,29,63,46,40,34,43,54,51,32,29,22,31,26,23,34,26,19,15,12,14,15,23,27,56,34,30,28,24,22,37,34,37,50,83,100,74,Daybreakers
1250,8,7,39,22,26,19,37,42,100,42,36,28,20,20,39,49,52,32,13,20,30,24,31,27,24,37,15,17,22,17,18,38,35,32,51,81,65,She's Out of My League
1251,43,47,59,56,57,53,54,64,60,45,47,45,47,43,44,54,52,44,45,46,48,44,53,44,52,44,43,40,48,49,49,44,46,52,75,100,80,Monte Carlo
1252,21,29,51,28,29,23,30,55,56,20,15,12,33,17,20,23,36,12,7,11,14,17,12,28,16,10,10,5,7,9,13,30,32,38,76,95,100,Stay Alive
1253,22,24,38,41,37,30,41,65,53,31,29,24,26,24,43,57,53,24,21,19,25,32,46,22,33,27,20,21,17,26,35,21,27,31,69,100,83,Alpha and Omega
1254,28,37,60,41,34,25,42,76,52,37,18,21,21,21,25,37,40,30,19,16,12,21,24,18,37,20,23,16,18,17,17,28,28,29,71,100,82,The Covenant
1255,34,33,45,27,20,21,29,44,42,21,16,16,33,12,21,28,26,9,11,10,10,13,15,22,16,9,11,9,11,7,13,32,28,35,57,90,100,Stick It
1256,59,66,72,67,59,60,64,70,72,60,58,55,77,49,50,55,67,56,57,46,45,44,58,67,58,43,40,42,44,47,50,66,92,100,87,100,93,Shorts
1257,37,36,100,90,69,69,66,58,60,64,62,50,35,53,53,51,54,63,58,48,48,46,42,36,45,48,48,45,45,47,47,38,42,57,78,83,93,Nerve
1258,38,47,48,42,41,35,62,69,55,32,27,24,32,28,40,45,44,25,20,16,19,30,32,43,34,23,22,17,21,26,43,39,51,51,85,100,77,Appaloosa
1259,13,15,41,28,20,22,28,49,38,18,33,26,12,17,23,51,31,19,18,17,10,26,20,15,29,21,15,10,13,15,14,26,21,34,85,100,96,My Best Friend's Girl
1260,9,21,62,51,38,33,42,57,40,29,30,20,15,19,21,28,31,28,32,17,21,29,27,19,32,18,16,11,11,12,21,33,36,34,100,88,83,Georgia Rule
1261,17,16,41,30,29,22,26,38,39,23,17,12,16,14,30,36,29,20,9,12,10,14,21,14,16,8,6,8,8,9,14,21,26,33,76,100,77,Reign Over Me
1262,65,77,64,55,49,55,61,77,72,51,48,37,76,48,61,66,66,59,44,41,43,58,69,70,72,51,45,35,47,47,64,59,58,68,98,100,87,Into the Wild
1263,25,52,35,37,21,30,32,44,26,19,25,11,48,2,10,17,26,4,9,2,9,15,7,12,13,11,4,7,0,5,13,37,28,29,92,100,67,School for Scoundrels
1264,19,19,32,38,52,64,100,77,46,31,30,23,33,35,25,59,29,27,37,27,20,16,21,19,16,25,23,16,18,16,27,35,14,40,84,82,64,Silent Hill: Revelation 3D
1265,0,0,0,63,0,0,67,100,95,63,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,100,96,Pooh's Heffalump Movie
1266,31,50,30,25,32,37,33,54,35,29,22,26,39,28,25,51,24,22,15,20,11,18,36,25,28,18,12,12,23,9,23,35,37,42,52,100,55,Kung Fu Hustle
1267,75,100,61,55,66,58,57,71,71,44,42,46,98,49,54,50,51,42,53,40,37,36,52,74,48,42,37,34,40,39,48,57,70,68,70,86,72,The Kite Runner
1268,74,75,57,36,52,42,53,86,79,36,69,62,64,59,93,95,97,53,34,51,19,40,100,79,80,52,27,46,45,40,50,31,48,62,44,92,64,21 Grams
1269,49,59,58,85,49,59,77,66,84,63,45,10,65,48,43,48,70,48,42,34,40,64,64,55,36,44,36,29,48,45,61,39,37,47,95,100,69,Paparazzi
1270,30,36,73,57,56,53,52,62,68,53,45,41,37,42,44,52,54,43,39,40,37,39,48,32,49,39,37,36,37,41,47,37,40,49,76,100,98,Twilight
1271,33,34,42,37,36,38,43,52,43,34,30,21,36,20,22,39,25,18,17,20,14,24,29,27,25,16,14,15,13,19,27,24,33,32,60,100,83,Capitalism: A Love Story
1272,10,13,36,35,41,42,70,85,51,23,24,20,12,21,30,44,37,17,19,16,14,25,38,12,33,16,15,13,9,8,13,14,20,34,78,100,73,Secret in Their Eyes
1273,19,16,62,39,34,32,47,75,60,26,21,19,30,22,21,37,32,16,16,16,13,19,37,26,27,16,10,15,12,20,27,31,36,42,84,100,73,Disaster Movie
1274,34,49,52,47,44,48,48,64,62,44,48,39,51,44,43,49,50,38,37,45,37,54,49,50,43,39,35,40,41,46,48,44,49,48,80,100,78,Armored
1275,0,13,71,80,10,40,32,0,24,30,9,29,0,40,42,49,24,30,29,20,20,11,25,0,12,49,0,0,30,21,25,40,20,21,54,39,100,What's Your Number?
1276,29,26,51,39,40,43,60,87,73,45,57,63,35,58,54,50,50,48,42,30,27,34,34,30,32,34,26,28,27,34,34,31,34,48,87,100,82,Lockout
1277,15,52,47,48,45,21,38,60,44,45,59,32,77,33,48,92,23,39,29,20,63,26,78,47,70,20,32,37,14,23,12,33,47,63,74,100,80,Envy
1278,15,9,56,46,31,25,27,46,25,20,16,11,19,18,25,56,51,37,28,23,17,22,29,11,28,19,11,11,13,12,12,13,20,39,57,81,100,Crank: High Voltage
